ENSG00000187098	ENSG00000129226
ENSG00000113916	ENSG00000026025
ENSG00000187098	ENSG00000085117
ENSG00000187098	ENSG00000141540
ENSG00000187098	ENSG00000167552
ENSG00000187098	ENSG00000075426
ENSG00000170345	ENSG00000249992
ENSG00000187098	ENSG00000163909
ENSG00000187098	ENSG00000007516
ENSG00000187098	ENSG00000196663
ENSG00000187098	ENSG00000067141
ENSG00000187098	ENSG00000091656
ENSG00000187098	ENSG00000100360
ENSG00000187098	ENSG00000113916
ENSG00000187098	ENSG00000142197
ENSG00000140262	ENSG00000113369
ENSG00000170345	ENSG00000123360
ENSG00000187098	ENSG00000146278
ENSG00000187098	ENSG00000168528
ENSG00000187098	ENSG00000083454
ENSG00000187098	ENSG00000145391
ENSG00000170345	ENSG00000116016
ENSG00000187098	ENSG00000109501
ENSG00000028277	ENSG00000008735
ENSG00000075426	ENSG00000162909
ENSG00000187098	ENSG00000123243
ENSG00000075426	ENSG00000251493
ENSG00000185551	ENSG00000228049
ENSG00000172216	ENSG00000282034
ENSG00000187098	ENSG00000163565
ENSG00000172216	ENSG00000077463
ENSG00000134138	ENSG00000050405
ENSG00000172216	ENSG00000013364
ENSG00000120738	ENSG00000064651
ENSG00000172216	ENSG00000105732
ENSG00000068323	ENSG00000166750
ENSG00000187098	ENSG00000106366
ENSG00000187098	ENSG00000076555
ENSG00000187098	ENSG00000167861
ENSG00000187098	ENSG00000171298
ENSG00000170345	ENSG00000158710
ENSG00000172216	ENSG00000012779
ENSG00000140262	ENSG00000196177
ENSG00000134138	ENSG00000187257
ENSG00000172216	ENSG00000243660
ENSG00000187098	ENSG00000189403
ENSG00000028277	ENSG00000105649
ENSG00000028277	ENSG00000164236
ENSG00000101057	ENSG00000140365
ENSG00000068323	ENSG00000102032
ENSG00000068305	ENSG00000164741
ENSG00000170345	ENSG00000123342
ENSG00000170345	ENSG00000105355
ENSG00000172216	ENSG00000100196
ENSG00000187098	ENSG00000184545
ENSG00000163884	ENSG00000136807
ENSG00000187098	ENSG00000186871
ENSG00000170345	ENSG00000171798
ENSG00000172216	ENSG00000196470
ENSG00000163884	ENSG00000006432
ENSG00000163884	ENSG00000110811
ENSG00000163884	ENSG00000138439
ENSG00000163884	ENSG00000148396
ENSG00000163884	ENSG00000151694
ENSG00000187098	ENSG00000004799
ENSG00000140262	ENSG00000124762
ENSG00000170345	ENSG00000107338
ENSG00000172216	ENSG00000110921
ENSG00000172216	ENSG00000185909
ENSG00000140262	ENSG00000119547
ENSG00000028277	ENSG00000132535
ENSG00000068323	ENSG00000176485
ENSG00000172216	ENSG00000103381
ENSG00000101412	ENSG00000105711
ENSG00000101412	ENSG00000138587
ENSG00000101412	ENSG00000141404
ENSG00000101412	ENSG00000141858
ENSG00000101412	ENSG00000159147
ENSG00000101412	ENSG00000162063
ENSG00000101412	ENSG00000166004
ENSG00000101412	ENSG00000169683
ENSG00000101412	ENSG00000172059
ENSG00000101412	ENSG00000175305
ENSG00000101412	ENSG00000176894
ENSG00000101412	ENSG00000185697
ENSG00000101412	ENSG00000188807
ENSG00000170345	ENSG00000006210
ENSG00000140262	ENSG00000007516
ENSG00000140262	ENSG00000086619
ENSG00000140262	ENSG00000167748
ENSG00000170345	ENSG00000100097
ENSG00000170345	ENSG00000138772
ENSG00000170345	ENSG00000160789
ENSG00000187098	ENSG00000105357
ENSG00000172216	ENSG00000196352
ENSG00000028277	ENSG00000127578
ENSG00000187098	ENSG00000117266
ENSG00000113916	ENSG00000176014
ENSG00000187098	ENSG00000158292
ENSG00000172216	ENSG00000175866
ENSG00000075426	ENSG00000128591
ENSG00000187098	ENSG00000130589
ENSG00000170345	ENSG00000078114
ENSG00000187098	ENSG00000076356
ENSG00000187098	ENSG00000178947
ENSG00000185551	ENSG00000135093
ENSG00000101412	ENSG00000071246
ENSG00000101412	ENSG00000171161
ENSG00000185551	ENSG00000138798
ENSG00000068305	ENSG00000137563
ENSG00000101412	ENSG00000105011
ENSG00000101412	ENSG00000149548
ENSG00000172216	ENSG00000070759
ENSG00000101412	ENSG00000116205
ENSG00000101412	ENSG00000154640
ENSG00000162772	ENSG00000139278
ENSG00000075426	ENSG00000104368
ENSG00000068305	ENSG00000138798
ENSG00000028277	ENSG00000066056
ENSG00000170345	ENSG00000135046
ENSG00000170345	ENSG00000116661
ENSG00000170345	ENSG00000145623
ENSG00000170345	ENSG00000146072
ENSG00000170345	ENSG00000152104
ENSG00000170345	ENSG00000173262
ENSG00000075426	ENSG00000054356
ENSG00000170345	ENSG00000138798
ENSG00000185551	ENSG00000166963
ENSG00000187098	ENSG00000055163
ENSG00000101412	ENSG00000170734
ENSG00000170345	ENSG00000167601
ENSG00000187098	ENSG00000130940
ENSG00000140262	ENSG00000149294
ENSG00000185551	ENSG00000102401
ENSG00000185551	ENSG00000120519
ENSG00000185551	ENSG00000172667
ENSG00000101412	ENSG00000125388
ENSG00000101412	ENSG00000137310
ENSG00000101412	ENSG00000145365
ENSG00000101412	ENSG00000168785
ENSG00000101412	ENSG00000179627
ENSG00000101412	ENSG00000230453
ENSG00000172216	ENSG00000006210
ENSG00000113916	ENSG00000185686
ENSG00000185551	ENSG00000159082
ENSG00000170345	ENSG00000133466
ENSG00000172216	ENSG00000100077
ENSG00000172216	ENSG00000179859
ENSG00000172216	ENSG00000256683
ENSG00000101412	ENSG00000188343
ENSG00000136997	ENSG00000173281
ENSG00000170345	ENSG00000184470
ENSG00000068305	ENSG00000036672
ENSG00000170345	ENSG00000183117
ENSG00000185551	ENSG00000012822
ENSG00000185551	ENSG00000105520
ENSG00000185551	ENSG00000117707
ENSG00000185551	ENSG00000124762
ENSG00000172216	ENSG00000103723
ENSG00000172216	ENSG00000112096
ENSG00000187098	ENSG00000092096
ENSG00000187098	ENSG00000143842
ENSG00000185551	ENSG00000163536
ENSG00000185551	ENSG00000196139
ENSG00000075426	ENSG00000099860
ENSG00000185551	ENSG00000100154
ENSG00000185551	ENSG00000113742
ENSG00000185551	ENSG00000162616
ENSG00000185551	ENSG00000164187
ENSG00000113916	ENSG00000107611
ENSG00000068323	ENSG00000116016
ENSG00000068323	ENSG00000119715
